id,neighbourhood_cleansed,room_type,property_type_bucket,price_numeric,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,host_segment,host_response_rate
22029563,Westminster,entire_home,apartment,161.0,65,4.38,4.12,4.82,Commercial (21+),0.77
22049446,Islington,entire_home,apartment,105.0,39,4.49,4.24,4.79,Single (1),0.0
22173115,Tower Hamlets,entire_home,apartment,99.0,87,4.34,4.59,4.86,Commercial (21+),1.0
22175503,Tower Hamlets,entire_home,apartment,118.0,119,4.39,4.47,4.71,Commercial (21+),1.0
22192063,Tower Hamlets,private_room,apartment,,158,4.23,4.11,4.66,Professional (6–20),
22192317,Tower Hamlets,private_room,apartment,,145,4.23,3.95,4.72,Professional (6–20),
22260746,Newham,private_room,house,40.0,98,4.24,4.3,4.6,Professional (6–20),0.97
22349270,Islington,entire_home,apartment,167.0,35,4.57,4.77,4.66,Commercial (21+),0.98
22352489,Hammersmith and Fulham,private_room,house,,32,4.41,4.34,4.66,Commercial (21+),1.0
22353173,Kensington and Chelsea,entire_home,apartment,96.0,67,4.43,4.37,4.78,Single (1),1.0
22418124,Kensington and Chelsea,entire_home,apartment,,59,4.47,4.49,4.83,Single (1),
22474294,Greenwich,private_room,house,42.0,28,4.57,4.68,4.64,Small (2–5),0.0
22475445,Greenwich,entire_home,apartment,,36,4.25,4.31,4.77,Single (1),
22492650,Southwark,entire_home,apartment,227.0,84,4.3,4.46,4.46,Professional (6–20),0.92
22515679,Islington,entire_home,apartment,148.0,63,4.48,4.29,4.92,Small (2–5),1.0
22539027,Camden,entire_home,apartment,,89,4.24,4.3,4.69,Professional (6–20),
22580241,Brent,entire_home,apartment,102.0,94,4.28,4.15,4.69,Professional (6–20),0.92
22611077,Lambeth,private_room,apartment,3585.0,126,4.34,4.43,4.75,Commercial (21+),1.0
22615957,Newham,private_room,apartment,,33,4.58,4.82,4.64,Single (1),
22622740,Hammersmith and Fulham,entire_home,apartment,149.0,31,4.48,4.71,4.68,Commercial (21+),
22631978,Newham,entire_home,apartment,240.0,31,4.55,4.68,4.65,Single (1),0.5
22716225,Hammersmith and Fulham,entire_home,apartment,120.0,29,4.45,4.48,4.38,Single (1),0.0
22721830,Haringey,private_room,house,,34,4.44,4.24,4.65,Small (2–5),
22749283,Redbridge,private_room,house,37.0,24,4.58,4.46,4.75,Professional (6–20),1.0
22755886,Newham,entire_home,apartment,861.0,33,4.55,4.58,4.94,Single (1),
22772398,Islington,private_room,apartment,,43,4.53,4.4,4.74,Small (2–5),
22827426,Hounslow,private_room,hotel,124.0,94,4.34,4.51,4.53,Professional (6–20),1.0
22874083,Hackney,entire_home,apartment,311.0,57,4.46,4.49,4.58,Commercial (21+),1.0
22875163,Camden,entire_home,apartment,,38,4.39,4.0,4.82,Single (1),1.0
22894599,Wandsworth,entire_home,apartment,146.0,69,4.46,4.43,4.61,Small (2–5),0.9
22970016,Harrow,private_room,apartment,38.0,77,4.55,4.56,4.79,Small (2–5),1.0
22993054,Lambeth,entire_home,apartment,,111,4.16,4.14,4.18,Single (1),0.83
23004543,Greenwich,entire_home,apartment,146.0,42,4.5,4.29,4.86,Single (1),1.0
23052224,Camden,entire_home,apartment,,22,4.45,4.32,4.91,Small (2–5),
23073575,Westminster,entire_home,apartment,,24,4.58,4.67,4.75,Small (2–5),
23121415,Tower Hamlets,private_room,apartment,,181,4.24,4.17,4.62,Professional (6–20),
23128597,Hammersmith and Fulham,entire_home,apartment,999.0,28,4.36,4.79,4.93,Single (1),
23129129,Tower Hamlets,private_room,apartment,,160,4.34,4.28,4.68,Professional (6–20),
23129641,Tower Hamlets,private_room,apartment,,114,4.4,4.35,4.78,Professional (6–20),
23129980,Tower Hamlets,private_room,apartment,,159,4.4,4.35,4.69,Professional (6–20),
23145941,Barking and Dagenham,private_room,apartment,42.0,131,4.43,4.24,4.82,Single (1),1.0
23155485,Wandsworth,entire_home,house,,50,4.52,4.46,4.7,Commercial (21+),1.0
23167253,Southwark,entire_home,house,130.0,265,4.46,4.55,4.81,Small (2–5),1.0
23256597,Tower Hamlets,private_room,apartment,,162,4.14,3.85,4.48,Professional (6–20),
23256705,Tower Hamlets,private_room,apartment,,137,4.15,3.97,4.66,Professional (6–20),
23297634,Westminster,entire_home,apartment,172.0,83,4.41,4.39,4.59,Professional (6–20),1.0
23316575,Lambeth,entire_home,house,233.0,57,4.53,4.56,4.82,Single (1),0.8
23371010,Hammersmith and Fulham,private_room,hotel,230.0,53,4.51,4.49,4.58,Professional (6–20),0.0
23372781,Camden,private_room,apartment,64.0,356,4.47,4.61,4.76,Commercial (21+),0.99
23374319,Camden,private_room,apartment,61.0,343,4.42,4.57,4.75,Commercial (21+),0.99
23374477,Camden,private_room,apartment,60.0,321,4.51,4.58,4.84,Commercial (21+),0.99
23374631,Camden,private_room,apartment,57.0,282,4.51,4.59,4.84,Commercial (21+),0.99
23392421,Hounslow,private_room,house,47.0,36,4.33,4.03,4.72,Single (1),0.7
23412588,Westminster,private_room,apartment,57.0,46,4.15,3.39,4.63,Commercial (21+),0.77
23461795,Greenwich,private_room,apartment,,61,4.52,4.54,4.8,Small (2–5),1.0
23473968,Lewisham,private_room,apartment,,128,4.46,4.65,4.88,Small (2–5),
23483554,Islington,entire_home,apartment,138.0,33,4.27,4.18,4.61,Small (2–5),1.0
23484205,Islington,entire_home,apartment,167.0,54,4.54,4.44,4.59,Small (2–5),1.0
23512386,Westminster,entire_home,apartment,115.0,73,4.55,4.62,4.89,Professional (6–20),1.0
23535209,Wandsworth,entire_home,apartment,,37,4.57,4.78,4.84,Small (2–5),
23552620,Hammersmith and Fulham,entire_home,apartment,60.0,31,4.29,4.48,4.52,Single (1),1.0
23576309,Hammersmith and Fulham,entire_home,apartment,,33,4.48,4.36,4.85,Single (1),
23639174,Westminster,entire_home,apartment,,41,4.34,4.29,4.8,Professional (6–20),1.0
23696078,Tower Hamlets,entire_home,apartment,,37,4.16,4.11,4.68,Small (2–5),
23760337,Tower Hamlets,entire_home,apartment,,40,4.25,4.3,4.43,Small (2–5),
23767839,Hackney,entire_home,apartment,120.0,23,4.48,4.13,4.78,Single (1),0.6
23782115,Tower Hamlets,entire_home,apartment,119.0,39,4.41,4.18,4.64,Professional (6–20),1.0
23815378,Ealing,entire_home,house,66.0,43,4.49,4.58,4.84,Professional (6–20),1.0
23852244,Hounslow,entire_home,apartment,59.0,30,4.5,4.6,4.87,Small (2–5),1.0
23853968,Tower Hamlets,entire_home,apartment,122.0,97,4.55,4.45,4.93,Professional (6–20),1.0
23891518,Hackney,entire_home,apartment,,46,4.22,3.63,4.65,Single (1),
23898863,Southwark,entire_home,apartment,78.0,56,4.54,4.55,4.68,Small (2–5),1.0
23898935,Lambeth,private_room,house,,52,4.46,4.71,4.52,Single (1),
23908721,Southwark,entire_home,apartment,212.0,161,4.43,4.55,4.7,Commercial (21+),0.99
23927105,Barnet,entire_home,apartment,153.0,51,4.45,4.67,4.84,Small (2–5),0.75
23956691,Westminster,entire_home,apartment,171.0,42,4.33,4.67,4.31,Commercial (21+),0.99
23974058,Kensington and Chelsea,entire_home,apartment,220.0,90,4.47,4.49,4.84,Single (1),1.0
24008369,Westminster,entire_home,apartment,114.0,41,4.46,4.22,4.83,Commercial (21+),0.77
24051020,Richmond upon Thames,entire_home,apartment,132.0,51,3.96,4.12,4.24,Professional (6–20),1.0
24053193,Hammersmith and Fulham,entire_home,apartment,121.0,23,4.48,4.52,4.57,Single (1),1.0
24055299,Croydon,entire_home,apartment,,66,4.42,4.79,4.53,Small (2–5),1.0
24092896,Westminster,entire_home,apartment,134.0,42,4.5,4.69,4.76,Small (2–5),1.0
24134859,Richmond upon Thames,private_room,apartment,43.0,140,4.57,4.46,4.64,Small (2–5),0.4
24187243,Hammersmith and Fulham,private_room,apartment,56.0,25,4.56,4.72,4.68,Small (2–5),1.0
24205457,Tower Hamlets,private_room,apartment,,20,4.4,3.8,4.9,Single (1),
24221224,Haringey,entire_home,apartment,40.0,80,4.49,4.75,4.84,Commercial (21+),1.0
24225612,Westminster,private_room,apartment,,234,4.47,4.54,4.8,Professional (6–20),1.0
24235297,Lambeth,entire_home,apartment,75.0,23,4.17,4.43,4.61,Single (1),1.0
24288681,Islington,entire_home,house,,36,4.56,4.56,4.69,Commercial (21+),1.0
24325451,Kensington and Chelsea,entire_home,apartment,205.0,24,4.38,4.46,4.54,Small (2–5),1.0
24369282,Westminster,private_room,apartment,307.0,25,4.16,4.64,4.08,Commercial (21+),0.99
24385068,Camden,entire_home,apartment,137.0,32,4.03,4.22,4.34,Professional (6–20),0.85
24386117,Tower Hamlets,private_room,apartment,86.0,123,3.96,4.15,4.69,Professional (6–20),1.0
24388141,Islington,entire_home,apartment,,21,4.33,4.29,4.81,Single (1),
24411944,Camden,entire_home,apartment,90.0,41,4.56,3.98,4.95,Single (1),0.0
24434879,Tower Hamlets,private_room,apartment,,80,4.58,4.56,4.84,Single (1),
24466150,Lambeth,entire_home,apartment,,24,4.58,4.46,4.63,Single (1),
24491066,Camden,entire_home,apartment,,33,4.36,4.52,4.82,Single (1),
24537676,Barnet,entire_home,house,285.0,82,4.45,4.49,4.74,Professional (6–20),1.0
24621466,Tower Hamlets,entire_home,apartment,83.0,138,4.44,4.38,4.84,Commercial (21+),1.0
24622995,Tower Hamlets,entire_home,apartment,99.0,116,4.37,4.67,4.85,Commercial (21+),1.0
24623544,Tower Hamlets,entire_home,apartment,99.0,69,4.35,4.68,4.74,Commercial (21+),1.0
24623875,Tower Hamlets,entire_home,apartment,,59,3.88,4.53,4.56,Commercial (21+),1.0
24650780,Camden,private_room,apartment,62.0,334,4.49,4.61,4.85,Commercial (21+),0.99
24653801,Camden,private_room,hotel,,45,4.53,4.8,4.93,Professional (6–20),1.0
24653924,Camden,private_room,hotel,,26,4.38,4.42,4.65,Professional (6–20),1.0
24654672,Camden,private_room,hotel,,24,4.29,4.5,4.79,Professional (6–20),1.0
24654830,Westminster,private_room,apartment,,40,4.53,4.13,4.88,Small (2–5),
24669822,Tower Hamlets,entire_home,apartment,177.0,106,4.34,4.5,4.81,Commercial (21+),1.0
24670253,Tower Hamlets,entire_home,apartment,,63,4.41,4.49,4.76,Commercial (21+),1.0
24670747,Tower Hamlets,entire_home,apartment,189.0,165,4.39,4.49,4.75,Commercial (21+),1.0
24671835,Tower Hamlets,entire_home,apartment,,200,4.53,4.43,4.81,Commercial (21+),1.0
24672257,Tower Hamlets,entire_home,apartment,119.0,123,4.57,4.57,4.79,Commercial (21+),1.0
24685589,Camden,entire_home,apartment,,63,4.27,4.35,4.83,Professional (6–20),0.98
24704370,Westminster,entire_home,apartment,,37,4.49,4.51,4.89,Professional (6–20),1.0
24720021,Croydon,private_room,house,,42,4.48,4.62,4.83,Single (1),
24726936,Hackney,entire_home,apartment,,92,4.3,4.65,4.75,Commercial (21+),1.0
24731938,Hackney,entire_home,apartment,109.0,68,4.51,4.84,4.78,Commercial (21+),1.0
24732236,Hackney,entire_home,apartment,109.0,88,4.4,4.81,4.78,Commercial (21+),1.0
24732379,Hackney,entire_home,apartment,,91,4.38,4.74,4.77,Commercial (21+),1.0
24732512,Hackney,entire_home,apartment,,115,4.38,4.56,4.76,Commercial (21+),1.0
24733568,Hackney,entire_home,apartment,197.0,144,4.56,4.65,4.83,Commercial (21+),1.0
24763843,Lambeth,entire_home,apartment,,94,4.5,4.57,4.39,Single (1),
24815957,Merton,entire_home,apartment,,44,4.43,4.5,4.73,Commercial (21+),
24818393,Camden,entire_home,apartment,352.0,25,4.48,4.36,4.48,Professional (6–20),0.94
24905889,Bromley,entire_home,apartment,88.0,32,4.5,4.41,4.59,Single (1),0.0
24930049,Kensington and Chelsea,entire_home,apartment,123.0,83,4.58,4.48,4.9,Professional (6–20),0.98
24944717,Barking and Dagenham,entire_home,apartment,62.0,44,4.56,4.48,4.93,Single (1),1.0
24958117,Lambeth,entire_home,apartment,176.0,67,4.58,4.64,4.75,Professional (6–20),0.96
24960826,Kingston upon Thames,private_room,apartment,,61,4.48,4.56,4.74,Single (1),
24978287,Camden,shared_room,hotel,26.0,431,4.53,4.49,4.76,Professional (6–20),1.0
24978338,Camden,shared_room,hotel,20.0,146,4.52,4.49,4.78,Professional (6–20),1.0
24978486,Hounslow,entire_home,apartment,143.0,20,4.1,4.2,4.1,Professional (6–20),1.0
24979550,Tower Hamlets,entire_home,apartment,,20,4.5,4.4,4.75,Single (1),
25044012,Southwark,entire_home,apartment,149.0,36,4.31,4.22,4.75,Commercial (21+),1.0
25052096,Croydon,private_room,house,22.0,32,4.56,4.66,4.69,Small (2–5),1.0
25092807,Newham,private_room,house,35.0,32,4.44,4.56,4.78,Professional (6–20),1.0
25132831,Merton,private_room,apartment,,31,4.39,3.74,4.84,Single (1),
25156420,Camden,entire_home,apartment,204.0,72,4.07,4.11,4.54,Commercial (21+),
25176085,Newham,private_room,house,49.0,59,4.54,4.46,4.8,Small (2–5),1.0
25231994,Richmond upon Thames,entire_home,apartment,180.0,31,4.58,4.29,4.94,Small (2–5),1.0
25242555,Camden,entire_home,apartment,,23,4.57,4.3,4.7,Single (1),
25249969,Tower Hamlets,entire_home,apartment,83.0,83,4.34,4.16,4.78,Professional (6–20),1.0
25253887,Enfield,entire_home,apartment,197.0,20,4.2,4.25,4.7,Single (1),1.0
25372577,Westminster,entire_home,hotel,130.0,99,4.44,4.59,4.74,Commercial (21+),0.97
25372717,Westminster,entire_home,hotel,143.0,46,4.3,4.61,4.8,Commercial (21+),0.97
25436293,Kensington and Chelsea,private_room,apartment,83.0,96,4.52,4.4,4.85,Small (2–5),1.0
25496741,Hackney,entire_home,apartment,,42,4.55,4.38,4.71,Small (2–5),0.67
25530101,Hillingdon,entire_home,house,,60,4.08,4.2,4.43,Professional (6–20),1.0
25565405,Greenwich,entire_home,house,180.0,20,4.45,4.4,4.7,Commercial (21+),0.95
25570245,Brent,entire_home,apartment,,30,4.37,4.4,4.83,Commercial (21+),1.0
25626800,Islington,entire_home,apartment,,41,4.54,4.63,4.73,Commercial (21+),1.0
25753344,Hillingdon,entire_home,house,1000.0,55,4.45,4.76,4.6,Commercial (21+),
25757456,Wandsworth,entire_home,apartment,,21,4.33,4.33,4.81,Small (2–5),
25800183,Tower Hamlets,entire_home,apartment,,34,4.53,4.71,4.74,Small (2–5),
25812834,Westminster,private_room,apartment,68.0,30,4.33,3.83,4.67,Small (2–5),1.0
25834328,Westminster,entire_home,apartment,190.0,22,4.36,4.36,4.73,Commercial (21+),0.77
25870414,Hillingdon,private_room,house,61.0,92,4.37,4.55,4.6,Commercial (21+),
25870692,Hillingdon,private_room,house,63.0,51,4.04,4.35,4.41,Commercial (21+),
25872901,Kensington and Chelsea,private_room,apartment,93.0,94,4.45,4.53,4.79,Small (2–5),1.0
25892369,Lewisham,entire_home,house,107.0,20,4.35,4.05,4.6,Small (2–5),0.75
25892378,Camden,entire_home,apartment,700.0,22,4.36,4.77,4.45,Small (2–5),0.5
25902113,Westminster,private_room,apartment,,63,4.51,4.54,4.89,Small (2–5),
25953458,Croydon,entire_home,apartment,120.0,21,4.48,4.24,4.76,Small (2–5),1.0
25962650,Hammersmith and Fulham,entire_home,apartment,,82,4.39,4.21,4.7,Small (2–5),1.0
25964261,Westminster,entire_home,hotel,146.0,64,4.47,4.55,4.81,Commercial (21+),0.97
25992364,Hackney,entire_home,apartment,,62,4.27,4.56,4.55,Single (1),
25996552,Westminster,entire_home,apartment,190.0,22,4.23,3.73,4.73,Commercial (21+),0.77
26031157,Westminster,entire_home,apartment,197.0,77,4.36,4.62,4.71,Professional (6–20),0.98
26057378,Barnet,entire_home,house,155.0,45,4.4,4.4,4.62,Commercial (21+),1.0
26114402,Tower Hamlets,entire_home,apartment,197.0,67,4.58,4.57,4.76,Single (1),1.0
26115342,Hackney,entire_home,apartment,140.0,37,4.51,4.57,4.62,Commercial (21+),
26199960,Islington,entire_home,house,189.0,60,4.57,4.48,4.8,Commercial (21+),1.0
26211449,Westminster,private_room,apartment,78.0,395,4.49,4.65,4.7,Small (2–5),1.0
26237798,Islington,private_room,apartment,62.0,127,4.49,4.28,4.63,Single (1),1.0
26240854,Westminster,private_room,apartment,,25,4.36,4.08,4.72,Small (2–5),
26252082,Westminster,entire_home,apartment,310.0,48,4.56,4.58,4.65,Professional (6–20),0.89
26274919,Greenwich,entire_home,apartment,,29,4.34,4.52,4.62,Small (2–5),
26308977,Southwark,entire_home,apartment,,47,4.43,4.77,4.6,Small (2–5),1.0
26311195,Hammersmith and Fulham,entire_home,apartment,,37,4.38,4.57,4.65,Commercial (21+),1.0
26351214,Westminster,entire_home,house,862.0,72,4.42,4.29,4.75,Professional (6–20),1.0
26357786,Hammersmith and Fulham,private_room,apartment,,61,4.52,4.39,4.82,Single (1),
26358413,Ealing,entire_home,other,114.0,36,4.58,4.61,4.86,Single (1),1.0
26364148,Hammersmith and Fulham,entire_home,apartment,,42,4.55,4.74,4.88,Professional (6–20),
26401209,Barnet,entire_home,apartment,135.0,29,4.21,4.1,4.86,Small (2–5),1.0
26469049,Hounslow,entire_home,apartment,,24,4.5,4.79,4.92,Single (1),
26472689,Kensington and Chelsea,private_room,house,,26,4.58,4.65,4.85,Commercial (21+),1.0
26529888,Hammersmith and Fulham,entire_home,apartment,,24,4.38,4.29,4.92,Professional (6–20),
26541868,Hackney,private_room,apartment,89.0,90,3.89,4.16,4.36,Small (2–5),1.0
26556060,Hammersmith and Fulham,entire_home,apartment,,43,4.28,4.3,4.84,Professional (6–20),
26631655,Hammersmith and Fulham,entire_home,apartment,,31,4.16,4.45,4.74,Professional (6–20),
26650214,Tower Hamlets,private_room,apartment,39.0,77,4.48,4.47,4.83,Professional (6–20),1.0
26650888,Tower Hamlets,private_room,apartment,39.0,68,4.28,4.42,4.67,Professional (6–20),1.0
26662618,Hammersmith and Fulham,entire_home,apartment,,24,4.17,3.88,4.63,Professional (6–20),
26707014,Hillingdon,entire_home,apartment,165.0,21,4.1,4.0,4.57,Small (2–5),1.0
26730381,Camden,entire_home,apartment,387.0,26,4.58,4.46,4.65,Commercial (21+),0.98
26766399,Camden,private_room,hotel,105.0,133,4.53,4.66,4.86,Small (2–5),1.0
26766437,Camden,private_room,hotel,137.0,209,4.39,4.59,4.74,Small (2–5),1.0
26766870,Camden,private_room,hotel,125.0,688,4.52,4.62,4.76,Small (2–5),1.0
26836778,Hammersmith and Fulham,entire_home,house,261.0,98,4.54,4.57,4.91,Small (2–5),1.0
26839187,Hammersmith and Fulham,entire_home,apartment,,25,4.32,4.44,4.72,Professional (6–20),
26872240,Sutton,entire_home,apartment,69.0,85,4.58,4.66,4.81,Single (1),1.0
26874656,Wandsworth,entire_home,apartment,,25,4.28,4.44,4.68,Small (2–5),
26908151,Kensington and Chelsea,entire_home,apartment,,20,4.3,3.7,4.6,Single (1),
26992189,Westminster,entire_home,apartment,272.0,99,4.07,4.18,4.6,Commercial (21+),1.0
26995619,Greenwich,entire_home,apartment,83.0,88,4.58,4.59,4.84,Professional (6–20),1.0
27025816,Camden,private_room,apartment,68.0,268,4.38,4.51,4.58,Professional (6–20),1.0
27027855,Camden,private_room,apartment,60.0,332,4.43,4.56,4.59,Professional (6–20),1.0
27028011,Camden,private_room,apartment,64.0,224,4.36,4.41,4.62,Professional (6–20),1.0
27028145,Camden,private_room,apartment,65.0,259,4.27,4.35,4.54,Professional (6–20),1.0
27028238,Camden,private_room,apartment,64.0,245,4.34,4.47,4.51,Professional (6–20),1.0
27040266,Hammersmith and Fulham,entire_home,apartment,,35,4.2,4.46,4.63,Professional (6–20),
27044850,Lambeth,private_room,apartment,,112,4.26,3.93,4.63,Single (1),
27067774,Westminster,private_room,apartment,,23,4.26,4.0,4.39,Professional (6–20),1.0
27271387,Islington,entire_home,apartment,320.0,41,4.56,4.73,4.63,Professional (6–20),1.0
27311175,Islington,entire_home,apartment,152.0,36,4.39,4.33,4.25,Small (2–5),1.0
27354612,Hammersmith and Fulham,entire_home,apartment,104.0,97,4.43,4.44,4.65,Professional (6–20),1.0
27366410,Islington,entire_home,apartment,,52,4.38,4.46,4.73,Small (2–5),
27397602,Barking and Dagenham,private_room,apartment,,23,4.13,3.83,4.65,Small (2–5),
27415183,Lewisham,private_room,apartment,32.0,30,4.43,4.17,4.57,Small (2–5),1.0
27423420,Kensington and Chelsea,entire_home,apartment,436.0,20,4.25,4.2,4.55,Professional (6–20),0.89
27423499,Camden,entire_home,apartment,,24,4.54,4.42,4.96,Small (2–5),1.0
27457740,Westminster,entire_home,apartment,,26,4.54,4.42,4.65,Commercial (21+),0.77
27473973,Hackney,entire_home,apartment,275.0,71,4.41,4.37,4.65,Commercial (21+),
27487735,Kensington and Chelsea,entire_home,apartment,83.0,29,4.55,4.66,4.72,Single (1),0.5
27515148,Tower Hamlets,entire_home,apartment,134.0,49,4.31,4.63,4.84,Professional (6–20),1.0
27517568,Newham,private_room,house,30.0,20,4.45,4.75,4.6,Small (2–5),1.0
27521764,Haringey,entire_home,apartment,118.0,44,4.52,4.64,4.75,Professional (6–20),1.0
27525667,Westminster,private_room,apartment,,39,4.23,4.1,4.72,Single (1),
27562946,Camden,entire_home,apartment,255.0,87,4.36,4.43,4.62,Commercial (21+),
27563178,Camden,entire_home,apartment,185.0,66,4.23,4.3,4.58,Commercial (21+),
27621188,Croydon,private_room,house,36.0,49,4.27,4.18,4.76,Professional (6–20),0.94
27622104,Croydon,private_room,house,35.0,26,4.04,4.04,4.62,Professional (6–20),0.94
27650214,Camden,entire_home,apartment,66.0,89,4.53,4.7,4.61,Professional (6–20),0.92
27659111,Westminster,entire_home,apartment,,36,4.42,4.5,4.97,Single (1),
27686255,Tower Hamlets,private_room,apartment,43.0,74,4.15,4.43,4.62,Professional (6–20),1.0
27686661,Tower Hamlets,private_room,apartment,42.0,78,4.24,4.32,4.87,Professional (6–20),1.0
27711272,Camden,entire_home,apartment,188.0,20,4.25,4.65,4.75,Professional (6–20),1.0
27782723,Brent,entire_home,house,,29,4.45,4.66,4.97,Single (1),
27802667,Tower Hamlets,entire_home,apartment,,25,4.32,4.32,4.6,Small (2–5),
27863349,Islington,private_room,apartment,51.0,398,4.58,4.47,4.83,Small (2–5),1.0
27898114,Tower Hamlets,private_room,apartment,39.0,143,4.52,4.59,4.85,Professional (6–20),1.0
27898681,Tower Hamlets,private_room,apartment,38.0,115,4.43,4.54,4.83,Professional (6–20),1.0
27899076,Tower Hamlets,private_room,apartment,38.0,148,4.36,4.41,4.78,Professional (6–20),1.0
27917725,Islington,hotel_room,hotel,114.0,31,4.35,4.19,4.45,Small (2–5),1.0
27922337,Westminster,entire_home,apartment,317.0,33,3.94,4.03,3.94,Small (2–5),0.88
27923365,Lambeth,entire_home,house,,43,4.07,4.4,4.37,Single (1),
27943808,Lambeth,entire_home,apartment,56.0,63,4.3,4.27,4.68,Small (2–5),0.88
27953819,Westminster,entire_home,apartment,,55,4.51,4.55,4.76,Professional (6–20),1.0
27972782,Hillingdon,entire_home,apartment,155.0,24,4.38,4.25,4.46,Professional (6–20),1.0
28011082,Newham,entire_home,house,209.0,23,4.48,4.48,4.61,Small (2–5),0.8
28028200,Camden,entire_home,apartment,,21,4.48,4.62,4.62,Single (1),
28124745,Westminster,entire_home,apartment,114.0,73,4.58,4.52,4.75,Commercial (21+),0.77
28124883,Newham,entire_home,apartment,,39,4.56,4.36,4.9,Small (2–5),
28129567,Hackney,entire_home,apartment,,38,4.5,4.76,4.63,Commercial (21+),1.0
28215498,Tower Hamlets,entire_home,apartment,,20,4.45,4.65,5.0,Single (1),
28268470,Islington,entire_home,apartment,115.0,30,4.53,4.17,4.67,Single (1),1.0
28341342,Barking and Dagenham,entire_home,house,125.0,42,4.48,4.5,4.74,Small (2–5),0.9
28353561,Merton,private_room,apartment,,24,4.38,4.38,4.92,Professional (6–20),
28358617,Westminster,entire_home,apartment,119.0,22,4.55,4.23,5.0,Single (1),0.1
28359455,Merton,private_room,apartment,,37,4.35,4.05,4.81,Professional (6–20),
28378248,Tower Hamlets,entire_home,apartment,134.0,29,4.48,4.36,4.82,Professional (6–20),1.0
28405595,Wandsworth,private_room,apartment,69.0,260,4.49,4.55,4.75,Professional (6–20),0.98
28426185,Lambeth,entire_home,apartment,,30,4.27,4.3,4.63,Single (1),
28461756,Hillingdon,entire_home,apartment,169.0,23,4.13,4.17,4.3,Professional (6–20),1.0
28464786,Westminster,entire_home,apartment,,26,4.46,4.5,4.85,Single (1),
28476861,Westminster,private_room,apartment,86.0,326,4.4,4.51,4.66,Small (2–5),1.0
28489720,Camden,private_room,house,90.0,293,4.22,4.43,4.52,Professional (6–20),1.0
28490761,Camden,private_room,house,58.0,185,4.19,4.33,4.51,Professional (6–20),1.0
28491926,Camden,private_room,house,62.0,206,4.31,4.36,4.59,Professional (6–20),1.0
28492085,Camden,private_room,house,64.0,198,4.34,4.4,4.66,Professional (6–20),1.0
28492267,Camden,private_room,house,58.0,219,4.29,4.47,4.55,Professional (6–20),1.0
28492377,Camden,private_room,house,65.0,240,4.26,4.4,4.53,Professional (6–20),1.0
28492483,Camden,private_room,house,74.0,208,4.32,4.47,4.61,Professional (6–20),1.0
28565080,Barnet,entire_home,apartment,,62,4.31,3.85,4.58,Single (1),0.33
28579982,Southwark,entire_home,apartment,170.0,24,4.46,4.75,4.79,Small (2–5),0.95
28609238,Camden,private_room,apartment,58.0,252,4.52,4.64,4.78,Commercial (21+),0.99
28624279,Hounslow,entire_home,apartment,,37,4.49,4.81,4.89,Small (2–5),
28660826,Tower Hamlets,private_room,apartment,,37,4.46,3.92,4.78,Commercial (21+),1.0
28748712,Lewisham,private_room,house,,22,4.55,4.41,4.59,Small (2–5),0.0
28772259,Lambeth,entire_home,apartment,,86,4.37,4.49,4.58,Single (1),1.0
28779535,Southwark,private_room,apartment,36.0,37,4.54,4.32,4.86,Small (2–5),1.0
28798472,Islington,entire_home,apartment,225.0,21,4.14,4.33,4.9,Small (2–5),
28809849,Lewisham,entire_home,apartment,,31,4.45,4.0,4.87,Single (1),
28826306,Lambeth,entire_home,apartment,,24,4.33,3.92,4.88,Single (1),
28860223,Camden,entire_home,apartment,,27,4.56,4.48,4.74,Small (2–5),1.0
28909659,Sutton,entire_home,house,,20,4.55,4.45,4.95,Single (1),
28913702,Lambeth,entire_home,apartment,77.0,91,4.43,4.38,4.82,Small (2–5),1.0
28952791,Westminster,private_room,house,100.0,57,4.37,4.67,4.67,Professional (6–20),0.61
28960638,Wandsworth,entire_home,apartment,165.0,35,4.4,4.49,4.69,Commercial (21+),1.0
28977958,Tower Hamlets,entire_home,apartment,,27,4.04,4.07,4.74,Small (2–5),
28985420,Brent,private_room,apartment,225.0,33,4.42,4.3,4.85,Professional (6–20),0.91
29019313,Kensington and Chelsea,entire_home,apartment,,31,4.52,4.71,4.81,Commercial (21+),1.0
29050973,Westminster,entire_home,apartment,236.0,41,4.54,4.44,4.76,Single (1),
29058059,Camden,private_room,apartment,,246,4.31,4.37,4.5,Professional (6–20),1.0
29058586,Camden,private_room,apartment,,265,4.23,4.31,4.55,Professional (6–20),1.0
29058704,Camden,private_room,apartment,63.0,261,4.16,4.2,4.58,Professional (6–20),1.0
29058825,Camden,private_room,apartment,,234,4.28,4.32,4.56,Professional (6–20),1.0
29145414,Tower Hamlets,entire_home,apartment,99.0,39,4.44,4.79,4.54,Commercial (21+),1.0
29145470,Camden,entire_home,apartment,109.0,229,4.54,4.63,4.79,Small (2–5),1.0
29145742,Tower Hamlets,entire_home,apartment,99.0,51,4.18,4.73,4.61,Commercial (21+),1.0
29146404,Islington,entire_home,apartment,170.0,70,4.54,4.34,4.64,Commercial (21+),
29167510,Kensington and Chelsea,entire_home,apartment,,32,4.44,4.5,4.75,Single (1),
